,Unnamed: 0,player_name,team_abbreviation,age,player_height,player_weight,college,country,draft_year,draft_round,draft_number,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season
3056,3056,Mike Wilks,MIN,24.0,177.8,83.91452,Rice,USA,Undrafted,Undrafted,Undrafted,46,3.2,1.5,2.0,-1.5,0.036,0.086,0.1369999999999999,0.436,0.22,2002-03
3079,3079,Michael Olowokandi,MIN,29.0,213.36,122.46984,Pacific,Nigeria,1998,1,1,43,6.5,5.7,0.6,10.3,0.104,0.18,0.192,0.446,0.0409999999999999,2003-04
3096,3096,Quincy Lewis,MIN,27.0,200.66,97.52228,Minnesota,USA,1999,1,19,14,1.1,0.5,0.1,-28.4,0.018,0.105,0.175,0.4,0.067,2003-04
3110,3110,Oliver Miller,MIN,34.0,205.74,142.88148,Arkansas,USA,1992,1,22,48,2.5,2.7,0.8,0.6,0.115,0.18,0.135,0.5489999999999999,0.115,2003-04
3115,3115,Ndudi Ebi,MIN,20.0,205.74,90.7184,None,USA,2003,1,26,17,0.8,0.2,0.2,-12.8,0.074,0.0279999999999999,0.298,0.412,0.2,2003-04
3121,3121,Latrell Sprewell,MIN,33.0,195.58,88.45044,Alabama,USA,1992,1,24,82,16.8,3.8,3.5,7.7,0.022,0.089,0.235,0.493,0.152,2003-04
3134,3134,Kevin Garnett,MIN,28.0,210.82,108.86208,None,USA,1995,1,5,82,24.2,13.9,5.0,10.4,0.092,0.298,0.294,0.547,0.233,2003-04
3152,3152,Mark Madsen,MIN,28.0,205.74,111.13004,Stanford,USA,2000,1,29,72,3.6,3.8,0.4,6.8,0.125,0.128,0.113,0.506,0.034,2003-04
3187,3187,Trenton Hassell,MIN,25.0,195.58,90.7184,Austin Peay,USA,2001,2,29,81,5.0,3.2,1.6,7.7,0.036,0.089,0.095,0.498,0.0819999999999999,2003-04
3209,3209,Keith McLeod,MIN,24.0,187.96,86.18248,Bowling Green,USA,Undrafted,Undrafted,Undrafted,33,2.7,1.0,1.8,-6.4,0.017,0.083,0.1639999999999999,0.436,0.258,2003-04
